baseline_model,residual_feature,residual_transform,alpha,baseline_valid_r2,final_valid_r2,delta_r2
ridge_rank_alpha10000,feature_40,rank,0.009052495582708616,0.0020924724141028195,0.0021011323141116867,8.659900008867183e-6
ridge_rank_alpha10000,feature_38,bottom05_indicator,0.004061309558835537,0.0020924724141028195,0.0021009194799690434,8.447065866223902e-6
ridge_rank_alpha10000,feature_09,top05_indicator,-0.007781214885372487,0.0020924724141028195,0.002100872789133623,8.400375030803708e-6
ridge_rank_alpha10000,feature_57,square_z,0.0008387908688956813,0.0020924724141028195,0.0021007602628270172,8.287848724197744e-6
ridge_rank_alpha10000,feature_70,top05_indicator,-0.023286422826741426,0.0020924724141028195,0.0021002543010070207,7.78188690420123e-6
ridge_rank_alpha10000,feature_37,bottom05_indicator,0.0019843482677613204,0.0020924724141028195,0.002100219352916599,7.746938813779636e-6
ridge_rank_alpha10000,feature_75,square_z,-0.00017043381972290904,0.0020924724141028195,0.0021000395768220326,7.567162719213094e-6
ridge_rank_alpha10000,feature_67,rank,-0.0030757241192449544,0.0020924724141028195,0.002099662359044685,7.189944941865534e-6
ridge_rank_alpha10000,feature_41,positive_indicator,0.001660021134983648,0.0020924724141028195,0.002099499434669916,7.027020567096365e-6
ridge_rank_alpha10000,feature_01,square_z,0.0005234042343702362,0.0020924724141028195,0.002099459140607274,6.98672650445431e-6
ridge_rank_alpha10000,feature_43,positive_indicator,-0.0012945277677505658,0.0020924724141028195,0.002099452149454728,6.979735351908545e-6
ridge_rank_alpha10000,feature_70,positive_indicator,-0.001290595241632708,0.0020924724141028195,0.0020992187353966463,6.746321293826796e-6
ridge_rank_alpha10000,feature_71,abs_z,0.003071253215470705,0.0020924724141028195,0.002099208385889395,6.73597178657559e-6
ridge_rank_alpha10000,feature_69,sign,-0.0009005446914121308,0.0020924724141028195,0.002099016383354968,6.543969252148507e-6
ridge_rank_alpha10000,feature_39,z,0.0021451104566443985,0.0020924724141028195,0.0020989783012123064,6.505887109486963e-6
ridge_rank_alpha10000,feature_21,positive_indicator,-0.0011106047490277665,0.0020924724141028195,0.0020989202930785655,6.4478789757460575e-6
ridge_rank_alpha10000,feature_31,positive_indicator,-0.0011106047490277665,0.0020924724141028195,0.0020989202930785655,6.4478789757460575e-6
ridge_rank_alpha10000,feature_51,z,0.004904774024680401,0.0020924724141028195,0.0020988368130571144,6.36439895429497e-6
ridge_rank_alpha10000,feature_67,square_z,-0.000102792390166943,0.0020924724141028195,0.0020988274108265648,6.3549967237452876e-6
ridge_rank_alpha10000,feature_64,sign,0.0004094602783770188,0.0020924724141028195,0.0020988013191588495,6.32890505603001e-6
